time,gFx,gFy,gFz,TgF
0.0130,0.0554,0.9996,0.0362,1.00
0.0300,0.0095,0.9779,0.0890,0.98
0.0450,-0.0113,0.9947,0.0880,1.00
0.0620,-0.0337,0.9730,0.1088,0.98
0.0790,-0.0213,0.9830,0.1383,0.99
0.0970,0.0276,0.9832,0.1127,0.99
0.1130,0.0633,0.9791,0.1095,0.99
0.1300,0.0664,0.9656,0.1383,0.98
0.1470,0.0525,0.9576,0.1772,0.98
0.1700,-0.0078,0.9576,0.2021,0.98
0.1700,-0.0054,0.9595,0.1991,0.98
0.1810,0.0137,0.9673,0.1657,0.98
0.1970,0.0422,0.9720,0.1036,0.98
0.2140,0.0457,0.9681,0.1097,0.98
0.2300,0.0408,0.9691,0.1295,0.98
0.2460,0.0347,0.9759,0.1486,0.99
0.2700,0.0308,0.9957,0.1290,1.00
0.2800,0.0291,0.9971,0.1129,1.00
0.2970,0.0413,0.9989,0.0860,1.00
0.3130,0.0486,1.0062,0.0902,1.01
0.3300,0.0371,1.0099,0.0728,1.01
0.3480,0.0225,1.0015,0.0958,1.01
0.3720,0.0002,0.9906,0.1112,1.00
0.3800,0.0012,0.9891,0.1224,1.00
0.4010,0.0295,0.9859,0.1530,1.00
0.4130,0.0388,0.9876,0.1449,1.00
0.4310,0.0278,0.9969,0.1073,1.00
0.4480,0.0205,1.0030,0.1102,1.01
0.4640,0.0110,0.9835,0.1114,0.99
0.4810,0.0107,0.9639,0.1134,0.97
0.5040,0.0041,0.9634,0.0938,0.97
0.5300,0.0420,0.9881,0.0704,0.99
0.5300,0.0420,0.9881,0.0704,0.99
0.5480,0.0571,0.9923,0.0587,1.00
0.5630,0.0545,0.9918,0.0399,0.99
0.5790,0.0518,0.9976,0.0484,1.00
0.5970,0.0261,0.9915,0.0885,1.00
0.6140,-0.0020,0.9754,0.1158,0.98
0.6380,0.0054,0.9791,0.0838,0.98
0.6620,0.0466,0.9857,0.0904,0.99
0.6630,0.0466,0.9857,0.0904,0.99
0.6740,0.0523,0.9796,0.0990,0.99
0.6910,0.0508,0.9891,0.1012,1.00
0.7070,0.0518,0.9913,0.1019,1.00
0.7370,0.0366,0.9739,0.0956,0.98
0.7610,0.0205,0.9539,0.1144,0.96
0.7620,0.0217,0.9564,0.1168,0.96
0.7790,0.0347,0.9742,0.1149,0.98
0.7970,0.0481,0.9815,0.1134,0.99
0.8130,0.0498,0.9732,0.1004,0.98
0.8300,0.0589,0.9835,0.0968,0.99
0.8470,0.0435,0.9825,0.0956,0.99
0.8700,0.0251,0.9808,0.1092,0.99
0.8710,0.0251,0.9808,0.1092,0.99
0.8980,0.0090,0.9720,0.0887,0.98
0.9140,0.0256,0.9866,0.0802,0.99
0.9280,0.0547,0.9930,0.1078,1.00
0.9470,0.0498,0.9962,0.1320,1.01
0.9710,0.0349,0.9928,0.1109,1.00
0.9710,0.0349,0.9928,0.1109,1.00
1.0000,0.0156,0.9866,0.1178,0.99
1.0010,0.0132,0.9837,0.1200,0.99
1.0220,0.0164,0.9781,0.1175,0.99
1.0380,0.0308,0.9676,0.1061,0.97
1.0540,0.0361,0.9920,0.0880,1.00
1.0840,0.0374,0.9923,0.1400,1.00
1.1060,0.0530,0.9925,0.1271,1.00
1.1070,0.0530,0.9925,0.1271,1.00
1.1190,0.0442,1.0011,0.0995,1.01
1.1350,-0.0032,0.9840,0.0936,0.99
1.1510,-0.0100,0.9869,0.0921,0.99
1.1680,0.0014,0.9732,0.1139,0.98
1.2030,0.0506,1.0025,0.1171,1.01
1.2030,0.0506,1.0025,0.1171,1.01
1.2300,0.0452,1.0028,0.1100,1.01
1.2470,0.0337,0.9998,0.1014,1.01
1.2630,0.0347,0.9971,0.1002,1.00
1.2790,0.0266,0.9842,0.0990,0.99
1.2960,0.0051,0.9629,0.1141,0.97
1.3140,0.0278,0.9730,0.1063,0.98
1.3300,0.0452,0.9715,0.1009,0.98
1.3560,0.0506,0.9796,0.1166,0.99
1.3560,0.0496,0.9805,0.1195,0.99
1.3800,0.0493,0.9698,0.1117,0.98
1.3800,0.0493,0.9698,0.1117,0.98
1.3990,0.0471,0.9910,0.1000,1.00
1.4120,0.0220,0.9771,0.0978,0.98
1.4300,0.0029,0.9713,0.1207,0.98
1.4550,0.0313,0.9735,0.0904,0.98
1.4780,0.0804,0.9967,0.0792,1.00
1.4790,0.0804,0.9967,0.0792,1.00
1.4960,0.0701,0.9915,0.0997,1.00
1.5110,0.0366,0.9747,0.1427,0.99
1.5310,0.0164,0.9864,0.1266,0.99
1.5480,0.0227,0.9913,0.1036,1.00
1.5630,0.0393,0.9869,0.0907,0.99
1.6040,0.0515,0.9810,0.1432,0.99
1.6050,0.0515,0.9810,0.1432,0.99
1.6320,0.0352,0.9796,0.1425,0.99
1.6320,0.0352,0.9796,0.1425,0.99
1.6480,0.0486,0.9869,0.1278,1.00
1.6620,0.0659,0.9798,0.1293,0.99
1.6790,0.0510,0.9739,0.1317,0.98
1.6960,0.0337,0.9617,0.1051,0.97
1.7200,0.0474,0.9637,0.0853,0.97
1.7500,0.0804,0.9788,0.1415,0.99
1.7510,0.0804,0.9788,0.1415,0.99
1.7630,0.0713,0.9796,0.1376,0.99
1.7790,0.0537,0.9769,0.1295,0.99
1.7950,0.0469,0.9781,0.1195,0.99
1.8160,0.0222,0.9786,0.0953,0.98
1.8310,0.0024,0.9771,0.0787,0.98
1.8460,0.0061,0.9769,0.0792,0.98
1.8680,0.0342,0.9981,0.0877,1.00
1.8840,0.0440,1.0013,0.0978,1.01
1.8950,0.0444,1.0030,0.1175,1.01
1.9120,0.0354,0.9942,0.1310,1.00
1.9300,0.0491,0.9879,0.1305,1.00
1.9450,0.0530,0.9854,0.1188,0.99
1.9620,0.0388,0.9798,0.1070,0.99
1.9840,0.0225,0.9793,0.0943,0.98
2.0080,0.0383,0.9884,0.1129,1.00
2.0080,0.0383,0.9884,0.1129,1.00
2.0200,0.0361,0.9820,0.1332,0.99
2.0360,0.0435,0.9757,0.1564,0.99
2.0520,0.0552,0.9783,0.1476,0.99
2.0830,0.0889,1.0047,0.1046,1.01
2.1060,0.0364,0.9739,0.1227,0.98
2.1060,0.0364,0.9739,0.1227,0.98
2.1170,0.0166,0.9588,0.1354,0.97
2.1340,0.0317,0.9698,0.1112,0.98
2.1500,0.0420,0.9695,0.0982,0.98
2.1660,0.0708,0.9766,0.1063,0.98
2.1820,0.0742,0.9805,0.1175,0.99
2.2210,0.0464,0.9879,0.1261,1.00
2.2220,0.0420,0.9864,0.1234,0.99
2.2450,0.0173,0.9752,0.1437,0.99
2.2630,0.0195,0.9732,0.1371,0.98
2.2800,0.0369,0.9879,0.1205,1.00
2.2950,0.0408,0.9886,0.0926,0.99
2.3120,0.0564,0.9805,0.1031,0.99
2.3290,0.0537,0.9747,0.1259,0.98
2.3450,0.0484,0.9725,0.1293,0.98
2.3700,0.0403,0.9830,0.1478,0.99
2.3700,0.0403,0.9830,0.1478,0.99
2.3940,0.0415,0.9793,0.1398,0.99
2.4120,0.0513,0.9800,0.1036,0.99
2.4280,0.0637,0.9881,0.1026,1.00
2.4450,0.0513,0.9803,0.1224,0.99
2.4620,0.0462,0.9739,0.1454,0.99
2.4870,0.0520,0.9691,0.1281,0.98
2.4870,0.0520,0.9691,0.1281,0.98
2.5140,0.0393,0.9776,0.1241,0.99
2.5150,0.0393,0.9776,0.1241,0.99
2.5300,0.0410,0.9735,0.1300,0.98
2.5470,0.0501,0.9735,0.1322,0.98
2.5830,0.0276,0.9820,0.1188,0.99
2.5870,0.0251,0.9837,0.1063,0.99
2.5960,0.0200,0.9813,0.0917,0.99
2.6130,0.0095,0.9717,0.0738,0.97
2.6300,-0.0130,0.9622,0.0924,0.97
2.6460,0.0029,0.9757,0.1056,0.98
2.6620,0.0347,0.9979,0.1227,1.01
2.6790,0.0435,1.0052,0.1285,1.01
2.6950,0.0508,1.0033,0.1322,1.01
2.7130,0.0464,0.9959,0.1332,1.01
2.7370,0.0200,0.9781,0.1493,0.99
2.7540,0.0327,0.9717,0.1598,0.99
2.7630,0.0332,0.9742,0.1537,0.99
2.7800,0.0247,0.9822,0.1259,0.99
2.7970,0.0403,0.9818,0.0963,0.99
2.8140,0.0488,0.9754,0.0992,0.98
2.8480,0.0870,0.9759,0.1373,0.99
2.8520,0.0843,0.9749,0.1381,0.99
2.8630,0.0713,0.9886,0.1188,1.00
2.8800,0.0142,0.9859,0.0992,0.99
2.8960,0.0198,0.9744,0.1102,0.98
2.9120,0.0271,0.9644,0.1227,0.97
2.9290,0.0029,0.9551,0.1195,0.96
2.9450,0.0171,0.9691,0.1141,0.98
2.9860,0.0278,0.9874,0.1356,1.00
2.9870,0.0278,0.9874,0.1356,1.00
3.0090,0.0276,0.9857,0.1500,1.00
3.0320,0.0149,0.9913,0.1368,1.00
3.0330,0.0112,0.9937,0.1339,1.00
3.0450,0.0049,0.9932,0.1430,1.00
3.0610,0.0112,0.9910,0.1456,1.00
3.0770,0.0391,0.9906,0.1605,1.00
3.1020,0.0591,0.9893,0.1344,1.00
3.1300,0.0115,0.9859,0.0895,0.99
3.1310,0.0115,0.9859,0.0895,0.99
3.1440,0.0146,0.9757,0.1051,0.98
3.1610,0.0112,0.9752,0.1368,0.98
3.1770,-0.0059,0.9605,0.1430,0.97
3.1950,0.0134,0.9534,0.1403,0.96
3.2100,0.0515,0.9595,0.1618,0.97
3.2360,0.0569,0.9871,0.0733,0.99
3.2550,0.0058,0.9796,0.0418,0.98
3.2610,0.0913,0.9803,0.0474,0.99
3.2770,0.0234,0.9864,0.0841,0.99
3.2930,0.0027,0.9583,0.1193,0.97
3.3110,-0.0980,0.9295,0.1461,0.95
3.3280,-0.1063,0.9405,0.1420,0.96
3.3520,-0.0193,0.9581,0.1906,0.98
3.3720,-0.0313,0.9879,0.1735,1.00
3.3790,-0.0318,0.9898,0.1669,1.00
3.3940,-0.0792,0.9844,0.1503,1.00
3.4100,-0.0550,0.9950,0.1461,1.01
3.4280,-0.0220,1.0062,0.1500,1.02
3.4450,-0.0159,1.0020,0.1720,1.02
3.4620,-0.0240,1.0008,0.1718,1.02
3.4850,-0.0252,1.0072,0.1542,1.02
3.5090,-0.0814,0.9857,0.1640,1.00
3.5100,-0.0814,0.9857,0.1640,1.00
3.5280,-0.1361,0.9522,0.1671,0.98
3.5440,-0.0816,0.9595,0.1855,0.98
3.5610,-0.0381,0.9888,0.1552,1.00
3.5780,-0.0215,1.0037,0.1530,1.02
3.6020,-0.0022,1.0199,0.1483,1.03
3.6270,-0.0310,0.9928,0.1354,1.00
3.6270,-0.0310,0.9928,0.1354,1.00
3.6430,-0.0486,0.9825,0.1251,0.99
3.6600,-0.0635,0.9752,0.1215,0.98
3.6770,-0.1038,0.9556,0.1259,0.97
3.7010,-0.1161,0.9393,0.1395,0.96
3.7020,-0.1136,0.9385,0.1400,0.96
3.7170,-0.0838,0.9510,0.1447,0.97
3.7320,-0.0501,0.9732,0.1554,0.99
3.7480,-0.0301,0.9925,0.1681,1.01
3.7650,-0.0577,0.9844,0.1532,1.00
3.8020,-0.0374,0.9776,0.1229,0.99
3.8020,-0.0374,0.9776,0.1229,0.99
3.8290,-0.0450,0.9720,0.1488,0.98
3.8450,-0.0616,0.9683,0.1478,0.98
3.8600,-0.1197,0.9522,0.1175,0.97
3.8760,-0.1278,0.9451,0.1144,0.96
3.8930,-0.1168,0.9490,0.1349,0.97
3.9110,-0.1004,0.9637,0.1569,0.98
3.9350,-0.0955,0.9788,0.1293,0.99
3.9360,-0.0948,0.9832,0.1244,1.00
3.9610,-0.0262,0.9950,0.1764,1.01
3.9620,-0.0225,0.9971,0.1869,1.01
3.9770,-0.0042,1.0006,0.2048,1.02
3.9930,-0.0477,1.0011,0.1630,1.02
4.0180,-0.1197,0.9754,0.1212,0.99
4.0440,-0.0941,0.9752,0.1368,0.99
4.0450,-0.0941,0.9752,0.1368,0.99
4.0590,-0.1336,0.9595,0.1459,0.98
4.0770,-0.1417,0.9493,0.1456,0.97
4.0940,-0.1209,0.9427,0.1454,0.96
4.1100,-0.1263,0.9634,0.1261,0.98
4.1260,-0.1806,0.9769,0.0799,1.00
4.1420,-0.1366,0.9832,0.1361,1.00
4.1680,-0.1034,0.9708,0.1847,0.99
4.1870,-0.0894,0.9720,0.2082,1.00
4.1920,-0.0867,0.9727,0.2028,1.00
4.2090,-0.0882,0.9835,0.1735,1.00
4.2260,-0.1253,0.9737,0.1222,0.99
4.2430,-0.1537,0.9522,0.0885,0.97
4.2600,-0.1263,0.9446,0.1097,0.96
4.2880,-0.0919,0.9666,0.1398,0.98
4.2890,-0.0863,0.9725,0.1398,0.99
4.3130,-0.0914,1.0064,0.0831,1.01
4.3280,-0.1437,0.9874,0.0425,1.00
4.3450,-0.1762,0.9561,0.0684,0.97
4.3590,-0.1683,0.9537,0.1259,0.98
4.3760,-0.1696,0.9607,0.1476,0.99
4.4000,-0.1935,0.9688,0.1671,1.00
4.4010,-0.1935,0.9688,0.1671,1.00
4.4300,-0.1876,0.9715,0.1918,1.01
4.4430,-0.1720,0.9717,0.2011,1.01
4.4600,-0.1322,0.9764,0.2070,1.01
4.4760,-0.1036,0.9964,0.1884,1.02
4.4940,-0.1031,1.0123,0.1537,1.03
4.5110,-0.1063,1.0096,0.1498,1.03
4.5320,-0.0533,0.9969,0.1881,1.02
4.5330,-0.0506,0.9996,0.1901,1.02
4.5470,-0.0567,1.0042,0.1613,1.02
4.5610,-0.0880,0.9954,0.1285,1.01
4.5770,-0.1109,0.9717,0.1127,0.98
4.5940,-0.1207,0.9524,0.1158,0.97
4.6100,-0.1212,0.9478,0.1149,0.96
4.6300,-0.1097,0.9551,0.1241,0.97
4.6460,-0.0477,0.9644,0.1613,0.98
4.6620,-0.0342,0.9691,0.1530,0.98
4.6780,-0.0506,0.9798,0.1105,0.99
4.6940,-0.0374,0.9827,0.0995,0.99
4.7110,-0.0381,0.9810,0.0963,0.99
4.7270,-0.0464,0.9693,0.1195,0.98
4.7430,-0.0831,0.9605,0.1219,0.97
4.7650,-0.0950,0.9651,0.1241,0.98
4.7880,-0.0777,0.9607,0.1351,0.97
4.7950,-0.0757,0.9691,0.1430,0.98
4.8100,-0.0877,0.9720,0.1415,0.99
4.8260,-0.0733,0.9781,0.1508,0.99
4.8430,-0.0408,0.9862,0.1718,1.00
4.8600,0.0366,1.0018,0.2140,1.03
4.8770,0.0403,1.0169,0.1830,1.03
4.9020,0.0012,1.0152,0.1324,1.02
4.9300,-0.0076,0.9991,0.1547,1.01
4.9310,-0.0161,0.9959,0.1532,1.01
4.9440,-0.0765,0.9659,0.1354,0.98
4.9600,-0.0841,0.9588,0.1178,0.97
4.9750,-0.0516,0.9732,0.1359,0.98
4.9920,-0.0276,0.9732,0.1317,0.98
5.0170,-0.0284,0.9681,0.1317,0.98
5.0360,0.0022,0.9783,0.1337,0.99
5.0430,0.0298,0.9862,0.1288,0.99
5.0580,0.0466,0.9835,0.1481,1.00
5.0760,0.0589,0.9930,0.1112,1.00
5.0920,0.0271,0.9959,0.0792,1.00
5.1100,-0.0020,0.9852,0.0572,0.99
5.1340,0.0036,0.9676,0.0699,0.97
5.1520,0.0132,0.9761,0.0848,0.98
5.1600,0.0076,0.9764,0.1014,0.98
5.1760,0.0247,0.9739,0.1442,0.98
5.1920,0.0237,0.9791,0.1603,0.99
5.2090,0.0305,0.9796,0.1564,0.99
5.2260,0.0435,0.9989,0.1195,1.01
5.2500,0.0620,0.9981,0.0763,1.00
5.2750,0.0041,0.9754,0.0535,0.98
5.2750,0.0041,0.9754,0.0535,0.98
5.2920,0.0139,0.9725,0.0653,0.97
5.3090,0.0442,0.9869,0.0807,0.99
5.3260,0.0635,1.0152,0.1090,1.02
5.3510,0.0440,0.9893,0.1180,1.00
5.3820,0.0066,0.9561,0.1046,0.96
5.3820,0.0066,0.9561,0.1046,0.96
5.3920,0.0095,0.9644,0.0914,0.97
5.4080,0.0181,0.9732,0.1004,0.98
5.4270,0.0410,0.9735,0.0680,0.98
5.4430,0.0630,0.9752,0.0706,0.98
5.4600,0.0552,0.9730,0.0606,0.98
5.4780,0.0364,0.9695,0.0477,0.97
5.5000,0.0628,0.9798,0.0692,0.98
5.5000,0.0628,0.9798,0.0692,0.98
5.5260,0.0366,0.9713,0.0743,0.97
5.5430,0.0486,0.9842,0.0636,0.99
5.5590,0.0488,0.9918,0.0675,1.00
5.5760,0.0391,0.9854,0.0841,0.99
5.5930,0.0298,0.9710,0.1036,0.98
5.6160,0.0349,0.9925,0.0990,1.00
5.6170,0.0349,0.9925,0.0990,1.00
5.6330,0.0435,0.9906,0.1070,1.00
5.6450,0.0574,0.9925,0.1019,1.00
5.6610,0.0498,0.9923,0.0699,1.00
5.6770,0.0247,0.9923,0.0711,1.00
5.6940,0.0469,0.9989,0.0992,1.00
5.7340,0.0220,0.9915,0.0709,0.99
5.7340,0.0220,0.9915,0.0709,0.99
5.7570,0.0549,0.9976,0.0323,1.00
5.7760,0.0528,0.9952,0.0242,1.00
5.7770,0.0528,0.9952,0.0242,1.00
5.7920,0.0454,0.9830,0.0623,0.99
5.8090,0.0400,0.9781,0.0792,0.98
5.8270,0.0506,0.9820,0.0975,0.99
5.8490,0.0491,0.9818,0.1136,0.99
5.8720,0.0635,0.9827,0.0941,0.99
5.8780,0.0686,0.9896,0.0819,1.00
5.8920,0.0652,0.9791,0.0648,0.98
5.9080,0.0618,0.9725,0.0606,0.98
5.9250,0.0430,0.9617,0.0582,0.96
5.9410,0.0359,0.9710,0.0596,0.97
5.9680,0.0769,0.9852,0.0675,0.99
5.9920,0.0906,0.9866,0.0860,0.99
6.0090,0.0938,0.9906,0.0897,1.00
6.0250,0.0718,0.9842,0.0689,0.99
6.0410,0.0879,0.9869,0.0428,0.99
6.0580,0.1209,0.9957,0.0538,1.00
6.0880,0.0508,0.9844,0.0826,0.99
6.0890,0.0508,0.9844,0.0826,0.99
6.0960,0.0508,0.9796,0.0914,0.99
6.1130,0.0696,0.9759,0.1205,0.99
6.1300,0.0933,0.9803,0.1261,0.99
6.1430,0.0935,0.9925,0.0931,1.00
6.1600,0.0931,0.9996,0.0648,1.01
6.1760,0.1089,0.9979,0.0574,1.01
6.1920,0.1241,1.0045,0.0704,1.01
6.2110,0.1065,0.9979,0.0601,1.01
6.2350,0.0938,0.9906,0.0604,1.00
6.2560,0.1243,1.0008,0.0809,1.01
6.2750,0.1121,0.9954,0.0899,1.01
6.2760,0.1033,0.9942,0.0929,1.00
6.2920,0.0664,0.9884,0.0711,0.99
6.3090,0.0865,0.9825,0.0540,0.99
6.3270,0.1248,0.9754,0.0406,0.98
6.3430,0.1285,0.9754,0.0408,0.98
6.3600,0.0972,0.9654,0.0264,0.97
6.3830,0.1060,0.9786,0.0237,0.98
6.4080,0.1341,0.9754,0.0403,0.99
6.4260,0.1424,0.9820,0.0396,0.99
6.4270,0.1429,0.9835,0.0372,0.99
6.4420,0.1353,0.9864,0.0511,1.00
6.4590,0.1121,0.9752,0.0782,0.98
6.4760,0.0984,0.9713,0.0692,0.98
6.5190,0.0982,0.9852,0.0562,0.99
6.5190,0.0982,0.9852,0.0562,0.99
6.5370,0.1260,0.9752,0.0765,0.99
6.5430,0.1412,0.9764,0.0787,0.99
6.5570,0.1532,0.9818,0.0570,1.00
6.5730,0.1424,0.9932,0.0452,1.00
6.5930,0.1146,0.9766,0.0345,0.98
6.6090,0.1192,0.9666,0.0350,0.97
6.6330,0.1449,0.9783,-0.0129,0.99
6.6600,0.1058,0.9822,0.0296,0.99
6.6610,0.1058,0.9822,0.0296,0.99
6.6780,0.0767,0.9554,0.0882,0.96
6.6940,0.0972,0.9595,0.0826,0.97
6.7100,0.1251,0.9691,0.0616,0.98
6.7260,0.1549,0.9910,0.0433,1.00
6.7420,0.1385,0.9864,0.0699,1.00
6.7680,0.1234,0.9771,0.0968,0.99
6.7920,0.1480,0.9840,0.0848,1.00
6.7920,0.1480,0.9840,0.0848,1.00
6.8080,0.1600,0.9984,0.0633,1.01
6.8240,0.1649,1.0008,0.0489,1.02
6.8400,0.1409,0.9835,0.0465,0.99
6.8580,0.1358,0.9715,0.0433,0.98
6.8850,0.1346,0.9818,0.0445,0.99
6.9070,0.1268,0.9854,0.0626,1.00
6.9080,0.1268,0.9854,0.0626,1.00
6.9250,0.1153,0.9703,0.0704,0.98
6.9420,0.1439,0.9835,0.0342,0.99
6.9570,0.1556,1.0033,0.0340,1.02
6.9800,0.1436,1.0006,0.0814,1.01
6.9970,0.1180,0.9744,0.1109,0.99
7.0080,0.1153,0.9742,0.1012,0.99
7.0240,0.1297,0.9786,0.0692,0.99
7.0400,0.1451,0.9859,0.0562,1.00
7.0580,0.1488,0.9808,0.0352,0.99
7.0740,0.1361,0.9703,0.0115,0.98
7.0990,0.1571,0.9820,0.0284,0.99
7.0990,0.1571,0.9820,0.0284,0.99
7.1260,0.1485,0.9881,0.0518,1.00
7.1430,0.1461,0.9759,0.0697,0.99
7.1590,0.1580,0.9764,0.0491,0.99
7.1740,0.1915,0.9771,0.0408,1.00
7.1980,0.2032,0.9891,0.0418,1.01
7.1990,0.2032,0.9891,0.0418,1.01
7.2190,0.1830,0.9676,0.0462,0.99
7.2290,0.1722,0.9595,0.0467,0.98
7.2450,0.1727,0.9532,0.0313,0.97
7.2610,0.1424,0.9417,0.0027,0.95
7.2770,0.1676,0.9422,0.0108,0.96
7.2930,0.1688,0.9522,0.0213,0.97
7.3330,0.1817,0.9637,0.0247,0.98
7.3340,0.1817,0.9637,0.0247,0.98
7.3600,0.2089,0.9779,0.0533,1.00
7.3610,0.2081,0.9813,0.0577,1.00
7.3760,0.2184,0.9854,0.0877,1.01
7.3920,0.2201,0.9862,0.1112,1.02
7.4090,0.2140,0.9827,0.1190,1.01
7.4250,0.1908,0.9808,0.1034,1.00
7.4660,0.1940,0.9673,0.0853,0.99
7.4660,0.1935,0.9656,0.0802,0.99
7.4910,0.1908,0.9715,0.0579,0.99
7.5070,0.2206,0.9683,0.0440,0.99
7.5230,0.2296,0.9669,0.0494,0.99
7.5400,0.2245,0.9754,0.0362,1.00
7.5410,0.2238,0.9737,0.0333,1.00
7.5580,0.2523,0.9639,0.0408,1.00
7.5830,0.2743,0.9644,0.0360,1.00
7.5990,0.2377,0.9544,0.0162,0.98
7.6080,0.2343,0.9551,0.0098,0.98
7.6230,0.2426,0.9429,0.0220,0.97
7.6400,0.2748,0.9595,0.0350,1.00
7.6580,0.2367,0.9590,-0.0061,0.99
7.6810,0.2335,0.9407,-0.0083,0.97
7.7070,0.2406,0.9366,-0.0058,0.97
7.7230,0.2396,0.9419,0.0083,0.97
7.7250,0.2396,0.9419,0.0083,0.97
7.7390,0.2423,0.9485,0.0064,0.98
7.7570,0.2528,0.9629,0.0061,1.00
7.7730,0.2665,0.9717,0.0164,1.01
7.7940,0.2467,0.9654,0.0403,1.00
7.8070,0.2450,0.9673,0.0450,1.00
7.8240,0.2245,0.9766,0.0352,1.00
7.8410,0.2150,0.9691,0.0465,0.99
7.8590,0.2350,0.9664,0.0584,1.00
7.8740,0.2575,0.9769,0.0467,1.01
7.8920,0.2533,0.9862,0.0262,1.02
7.9150,0.2567,0.9764,0.0254,1.01
7.9420,0.2428,0.9759,0.0223,1.01
7.9430,0.2435,0.9754,0.0213,1.01
7.9580,0.2526,0.9866,0.0301,1.02
7.9740,0.2467,0.9827,0.0504,1.01
7.9900,0.2318,0.9647,0.0543,0.99
8.0070,0.2460,0.9429,0.0484,0.98
8.0510,0.2929,0.9669,-0.0158,1.01
8.0590,0.2863,0.9730,-0.0200,1.01
8.0710,0.2098,0.9417,-0.0434,0.97
8.0890,0.2272,0.9334,-0.0044,0.96
8.1060,0.2184,0.9471,-0.0278,0.97
8.1220,0.2208,0.9493,-0.0403,0.98
8.1400,0.2826,0.9637,-0.0004,1.00
8.1660,0.2758,0.9678,0.0567,1.01
8.1670,0.2716,0.9666,0.0592,1.01
8.1850,0.2277,0.9705,0.0428,1.00
8.1900,0.2257,0.9568,0.0501,0.98
8.2070,0.2150,0.9639,0.0592,0.99
8.2230,0.1861,0.9578,0.0548,0.98
8.2390,0.1896,0.9478,0.0535,0.97
8.2620,0.2475,0.9629,0.0460,1.00
8.2800,0.2702,0.9866,0.0010,1.02
8.2910,0.2445,0.9976,-0.0134,1.03
8.3070,0.2130,0.9771,-0.0173,1.00
8.3230,0.2242,0.9854,0.0296,1.01
8.3400,0.1512,0.9522,0.0347,0.96
8.3640,0.1507,0.9610,0.0775,0.98
8.3800,0.1566,0.9693,0.0572,0.98
8.3890,0.1634,0.9683,0.0599,0.98
8.4070,0.1932,0.9803,0.0755,1.00
8.4230,0.1656,0.9705,0.1090,0.99
8.4400,0.1620,0.9744,0.1515,1.00
8.4580,0.1390,0.9651,0.1713,0.99
8.4810,0.1216,0.9700,0.1202,0.98
8.5050,0.1361,0.9844,0.0975,1.00
8.5230,0.0899,0.9757,0.1058,0.99
8.5390,0.1282,0.9859,0.1019,1.00
8.5560,0.1514,0.9864,0.0863,1.00
8.5740,0.1287,0.9896,0.0665,1.00
8.5750,0.1273,0.9913,0.0606,1.00
8.5900,0.1138,0.9881,0.0577,1.00
8.6160,0.0542,0.9708,0.1012,0.98
8.6400,0.0826,0.9732,0.1193,0.98
8.6580,0.1116,0.9964,0.1083,1.01
8.6580,0.1155,0.9942,0.1051,1.01
8.6730,0.1383,0.9954,0.0829,1.01
8.6910,0.1363,0.9964,0.0799,1.01
8.7080,0.0967,0.9886,0.0782,1.00
8.7310,0.1199,0.9808,0.1180,1.00
8.7570,0.1036,0.9803,0.1085,0.99
8.7580,0.1036,0.9803,0.1085,0.99
8.7730,0.0694,0.9835,0.0902,0.99
8.7900,0.0317,0.9534,0.0687,0.96
8.8070,0.0593,0.9432,0.0909,0.95
8.8230,0.0806,0.9522,0.0797,0.96
8.8480,0.1358,0.9923,0.0604,1.00
8.8710,0.0452,0.9739,0.0416,0.98
8.8710,0.0452,0.9739,0.0416,0.98
8.8890,0.0393,0.9556,0.0745,0.96
8.9060,0.0559,0.9649,0.0860,0.97
8.9230,0.0496,0.9810,0.0702,0.98
8.9400,0.0669,0.9830,0.0714,0.99
8.9570,0.0962,0.9847,0.0909,0.99
8.9820,0.0764,0.9884,0.0846,0.99
9.0060,0.0706,0.9954,0.0917,1.00
9.0060,0.0706,0.9954,0.0917,1.00
9.0220,0.0755,0.9869,0.1168,1.00
9.0390,0.0520,0.9715,0.1398,0.98
9.0550,0.0007,0.9507,0.1195,0.96
9.0800,0.0203,0.9556,0.0577,0.96
9.1030,0.0865,0.9898,0.0799,1.00
9.1040,0.0865,0.9898,0.0799,1.00
9.1230,0.1194,1.0111,0.0777,1.02
9.1390,0.0562,1.0030,0.0885,1.01
9.1570,0.0435,0.9813,0.1178,0.99
9.1730,0.0537,0.9771,0.1095,0.98
9.1960,0.0295,0.9859,0.1112,0.99
9.1970,0.0295,0.9859,0.1112,0.99
9.2160,0.0432,0.9913,0.1256,1.00
9.2270,0.0549,0.9906,0.1295,1.00
9.2430,0.0432,0.9810,0.1088,0.99
9.2800,0.0574,0.9906,0.0579,0.99
9.2800,0.0574,0.9906,0.0579,0.99
9.2960,0.0437,0.9940,0.0758,1.00
9.3080,0.0166,0.9849,0.0907,0.99
9.3250,0.0098,0.9737,0.0797,0.98
9.3420,0.0625,0.9852,0.0699,0.99
9.3680,0.0730,1.0072,0.0841,1.01
9.3740,0.0657,1.0028,0.0909,1.01
9.3910,0.0481,0.9891,0.1129,1.00
9.4300,0.0129,0.9757,0.0997,0.98
9.4310,0.0129,0.9757,0.0997,0.98
9.4520,0.0523,0.9830,0.1149,0.99
9.4590,0.0645,0.9844,0.1078,0.99
9.4730,0.0848,0.9954,0.0855,1.00
